Model,Fold,Epoch,Train_Loss,Test_Loss,TPR,FPR
Logistic Regression,3,260,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,270,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,280,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,290,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,300,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,310,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,320,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,330,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,340,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,350,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,360,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,370,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,380,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,390,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,400,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,410,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,420,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,430,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,440,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,450,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,460,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,470,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,480,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,490,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,500,0.1741,0.3735,0.8571,0.2105
Naive Bayes,3,500,0.2541,0.3460,0.8571,0.2632
KNN,3,500,0.2428,0.3903,0.9286,0.3158
SVM,3,500,0.2566,0.4267,0.7143,0.2105
XGBoost,4,10,0.6932,0.6989,1.0000,1.0000
XGBoost,4,20,0.6948,0.7044,1.0000,1.0000
XGBoost,4,30,0.6937,0.7010,1.0000,1.0000
XGBoost,4,40,0.6932,0.6988,1.0000,1.0000
XGBoost,4,50,0.6931,0.6983,1.0000,1.0000
XGBoost,4,60,0.6929,0.6951,1.0000,1.0000
XGBoost,4,70,0.6950,0.7051,1.0000,1.0000
XGBoost,4,80,0.6940,0.7019,1.0000,1.0000
XGBoost,4,90,0.6929,0.6962,1.0000,1.0000
XGBoost,4,100,0.6929,0.6944,1.0000,1.0000
XGBoost,4,110,0.6948,0.7045,1.0000,1.0000
XGBoost,4,120,0.6929,0.6948,1.0000,1.0000
XGBoost,4,130,0.6953,0.6900,0.0000,0.0000
XGBoost,4,140,0.6935,0.7002,1.0000,1.0000
XGBoost,4,150,0.6931,0.6933,1.0000,1.0000
XGBoost,4,160,0.6935,0.6920,0.0000,0.0000
XGBoost,4,170,0.6935,0.7001,1.0000,1.0000
XGBoost,4,180,0.6935,0.6922,0.0000,0.0000
XGBoost,4,190,0.6939,0.7017,1.0000,1.0000
XGBoost,4,200,0.6942,0.6910,0.0000,0.0000
XGBoost,4,210,0.6933,0.6926,0.0000,0.0000
XGBoost,4,220,0.6931,0.6933,1.0000,1.0000
XGBoost,4,230,0.6930,0.6941,1.0000,1.0000
XGBoost,4,240,0.6932,0.6988,1.0000,1.0000
XGBoost,4,250,0.6931,0.6981,1.0000,1.0000
XGBoost,4,260,0.6929,0.6965,1.0000,1.0000
XGBoost,4,270,0.6929,0.6963,1.0000,1.0000
XGBoost,4,280,0.6929,0.6967,1.0000,1.0000
XGBoost,4,290,0.6968,0.7095,1.0000,1.0000
XGBoost,4,300,0.6933,0.6990,1.0000,1.0000
XGBoost,4,310,0.6941,0.7022,1.0000,1.0000
XGBoost,4,320,0.6932,0.6931,0.0000,0.0000
XGBoost,4,330,0.6932,0.6930,0.0000,0.0000
XGBoost,4,340,0.6929,0.6944,1.0000,1.0000
XGBoost,4,350,0.6930,0.6972,1.0000,1.0000
XGBoost,4,360,0.6942,0.7028,1.0000,1.0000
XGBoost,4,370,0.6931,0.6979,1.0000,1.0000
XGBoost,4,380,0.6930,0.6938,1.0000,1.0000
XGBoost,4,390,0.6929,0.6949,1.0000,1.0000
XGBoost,4,400,0.6934,0.6924,0.0000,0.0000
XGBoost,4,410,0.6929,0.6962,1.0000,1.0000
XGBoost,4,420,0.6929,0.6957,1.0000,1.0000
XGBoost,4,430,0.6931,0.6982,1.0000,1.0000
XGBoost,4,440,0.6937,0.7011,1.0000,1.0000
XGBoost,4,450,0.6945,0.6906,0.0000,0.0000
XGBoost,4,460,0.6931,0.6981,1.0000,1.0000
XGBoost,4,470,0.6929,0.6957,1.0000,1.0000
XGBoost,4,480,0.6929,0.6949,1.0000,1.0000
XGBoost,4,490,0.6954,0.7062,1.0000,1.0000
XGBoost,4,500,0.6939,0.6913,0.0000,0.0000
Logistic Regression,4,10,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,20,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,30,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,40,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,50,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,60,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,70,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,80,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,90,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,100,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,110,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,120,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,130,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,140,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,150,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,160,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,170,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,180,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,190,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,200,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,210,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,220,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,230,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,240,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,250,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,260,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,270,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,280,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,290,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,300,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,310,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,320,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,330,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,340,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,350,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,360,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,370,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,380,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,390,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,400,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,410,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,420,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,430,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,440,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,450,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,460,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,470,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,480,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,490,0.1942,0.2361,0.9333,0.1111
Logistic Regression,4,500,0.1942,0.2361,0.9333,0.1111
Naive Bayes,4,500,0.2597,0.2624,0.9333,0.1111
KNN,4,500,0.2592,0.2771,0.9333,0.1667
SVM,4,500,0.2950,0.2707,0.9333,0.1667
XGBoost,5,10,0.6925,0.6965,0.0000,0.0000
XGBoost,5,20,0.6940,0.6904,1.0000,1.0000
XGBoost,5,30,0.6929,0.6940,0.0000,0.0000
XGBoost,5,40,0.6923,0.6980,0.0000,0.0000
XGBoost,5,50,0.6924,0.6975,0.0000,0.0000
XGBoost,5,60,0.6932,0.6929,1.0000,1.0000
XGBoost,5,70,0.6930,0.6936,0.0000,0.0000
XGBoost,5,80,0.6935,0.6919,1.0000,1.0000
XGBoost,5,90,0.6922,0.6993,0.0000,0.0000
XGBoost,5,100,0.6925,0.7096,0.0000,0.0000
XGBoost,5,110,0.6923,0.6980,0.0000,0.0000
XGBoost,5,120,0.6925,0.7093,0.0000,0.0000
XGBoost,5,130,0.6942,0.7197,0.0000,0.0000
XGBoost,5,140,0.6921,0.7031,0.0000,0.0000
XGBoost,5,150,0.6923,0.7073,0.0000,0.0000
XGBoost,5,160,0.6940,0.7189,0.0000,0.0000
XGBoost,5,170,0.6935,0.6918,1.0000,1.0000
XGBoost,5,180,0.6921,0.7031,0.0000,0.0000
XGBoost,5,190,0.6936,0.6916,1.0000,1.0000
XGBoost,5,200,0.6922,0.7067,0.0000,0.0000
XGBoost,5,210,0.6923,0.7078,0.0000,0.0000
XGBoost,5,220,0.6925,0.6969,0.0000,0.0000
XGBoost,5,230,0.6925,0.7093,0.0000,0.0000
XGBoost,5,240,0.6921,0.7035,0.0000,0.0000
XGBoost,5,250,0.6928,0.6946,0.0000,0.0000
XGBoost,5,260,0.6922,0.6993,0.0000,0.0000
XGBoost,5,270,0.6922,0.6992,0.0000,0.0000
XGBoost,5,280,0.6923,0.6989,0.0000,0.0000
XGBoost,5,290,0.6957,0.6866,1.0000,1.0000
XGBoost,5,300,0.6924,0.7089,0.0000,0.0000
XGBoost,5,310,0.6937,0.6912,1.0000,1.0000
XGBoost,5,320,0.6921,0.7019,0.0000,0.0000
XGBoost,5,330,0.6921,0.7035,0.0000,0.0000
XGBoost,5,340,0.6925,0.7094,0.0000,0.0000
XGBoost,5,350,0.6921,0.7023,0.0000,0.0000
XGBoost,5,360,0.6921,0.7034,0.0000,0.0000
XGBoost,5,370,0.6923,0.6987,0.0000,0.0000
XGBoost,5,380,0.6949,0.7230,0.0000,0.0000
XGBoost,5,390,0.6922,0.7054,0.0000,0.0000
XGBoost,5,400,0.6922,0.6997,0.0000,0.0000
XGBoost,5,410,0.6921,0.7025,0.0000,0.0000
XGBoost,5,420,0.6922,0.7001,0.0000,0.0000
XGBoost,5,430,0.6923,0.7076,0.0000,0.0000
XGBoost,5,440,0.6926,0.6957,0.0000,0.0000
XGBoost,5,450,0.6925,0.7091,0.0000,0.0000
XGBoost,5,460,0.6927,0.6955,0.0000,0.0000
XGBoost,5,470,0.6922,0.7003,0.0000,0.0000
XGBoost,5,480,0.6922,0.7051,0.0000,0.0000
XGBoost,5,490,0.6959,0.6862,1.0000,1.0000
XGBoost,5,500,0.6928,0.7123,0.0000,0.0000
Logistic Regression,5,10,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,20,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,30,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,40,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,50,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,60,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,70,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,80,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,90,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,100,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,110,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,120,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,130,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,140,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,150,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,160,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,170,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,180,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,190,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,200,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,210,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,220,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,230,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,240,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,250,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,260,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,270,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,280,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,290,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,300,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,310,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,320,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,330,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,340,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,350,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,360,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,370,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,380,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,390,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,400,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,410,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,420,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,430,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,440,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,450,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,460,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,470,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,480,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,490,0.1777,0.3375,0.8421,0.1538
Logistic Regression,5,500,0.1777,0.3375,0.8421,0.1538
Naive Bayes,5,500,0.2404,0.3895,0.8947,0.1538
KNN,5,500,0.2689,0.2759,0.8947,0.0769
SVM,5,500,0.2883,0.3955,0.9474,0.1538

Average Results Across 5 Folds:
Model,Epoch,Avg_Train_Loss,Avg_Test_Loss,Avg_TPR,Avg_FPR
XGBoost,10,0.6928,0.6986,0.6000,0.6000
XGBoost,20,0.6941,0.7012,0.8000,0.8000
XGBoost,30,0.6931,0.6988,0.4000,0.4000
XGBoost,40,0.6928,0.6990,0.4000,0.4000
XGBoost,50,0.6927,0.6977,0.6000,0.6000
XGBoost,60,0.6938,0.6950,0.6000,0.6000
XGBoost,70,0.6935,0.7000,0.6000,0.6000
XGBoost,80,0.6934,0.6989,0.6000,0.6000
XGBoost,90,0.6930,0.6972,0.8000,0.8000
XGBoost,100,0.6929,0.6984,0.6000,0.6000
XGBoost,110,0.6963,0.7057,0.8000,0.8000
XGBoost,120,0.6933,0.7006,0.4000,0.4000
XGBoost,130,0.6935,0.7013,0.4000,0.4000
XGBoost,140,0.6929,0.7009,0.6000,0.6000
XGBoost,150,0.6928,0.6973,0.6000,0.6000
XGBoost,160,0.6933,0.7011,0.4000,0.4000
XGBoost,170,0.6934,0.6987,0.8000,0.8000
XGBoost,180,0.6927,0.6974,0.4000,0.4000
XGBoost,190,0.6935,0.6965,0.8000,0.8000
XGBoost,200,0.6932,0.6978,0.4000,0.4000
XGBoost,210,0.6928,0.6987,0.4000,0.4000
XGBoost,220,0.6929,0.6965,0.4000,0.4000
XGBoost,230,0.6928,0.6988,0.6000,0.6000
XGBoost,240,0.6930,0.6989,0.4000,0.4000
XGBoost,250,0.6928,0.6970,0.4000,0.4000
XGBoost,260,0.6929,0.6978,0.8000,0.8000
XGBoost,270,0.6931,0.6971,0.4000,0.4000
XGBoost,280,0.6935,0.6989,0.8000,0.8000
XGBoost,290,0.6953,0.6997,1.0000,1.0000
XGBoost,300,0.6934,0.7015,0.8000,0.8000
XGBoost,310,0.6932,0.6992,0.8000,0.8000
XGBoost,320,0.6926,0.6976,0.4000,0.4000
XGBoost,330,0.6931,0.6986,0.2000,0.2000
XGBoost,340,0.6933,0.7010,0.8000,0.8000
XGBoost,350,0.6926,0.6987,0.6000,0.6000
XGBoost,360,0.6935,0.7015,0.8000,0.8000
XGBoost,370,0.6927,0.6980,0.6000,0.6000
XGBoost,380,0.6947,0.7042,0.8000,0.8000
XGBoost,390,0.6933,0.7002,0.8000,0.8000
XGBoost,400,0.6944,0.6986,0.0000,0.0000
XGBoost,410,0.6934,0.6994,0.8000,0.8000
XGBoost,420,0.6929,0.6988,0.8000,0.8000
XGBoost,430,0.6927,0.7006,0.6000,0.6000
XGBoost,440,0.6937,0.6979,0.8000,0.8000
XGBoost,450,0.6930,0.6982,0.4000,0.4000
XGBoost,460,0.6927,0.6968,0.6000,0.6000
XGBoost,470,0.6926,0.6971,0.6000,0.6000
XGBoost,480,0.6927,0.6996,0.4000,0.4000
XGBoost,490,0.6945,0.6985,1.0000,1.0000
XGBoost,500,0.6931,0.6989,0.2000,0.2000
Logistic Regression,10,0.1842,0.3009,0.8844,0.1348
Logistic Regression,20,0.1842,0.3009,0.8844,0.1348
Logistic Regression,30,0.1842,0.3009,0.8844,0.1348
Logistic Regression,40,0.1842,0.3009,0.8844,0.1348
Logistic Regression,50,0.1842,0.3009,0.8844,0.1348
Logistic Regression,60,0.1842,0.3009,0.8844,0.1348
Logistic Regression,70,0.1842,0.3009,0.8844,0.1348
Logistic Regression,80,0.1842,0.3009,0.8844,0.1348
Logistic Regression,90,0.1842,0.3009,0.8844,0.1348
Logistic Regression,100,0.1842,0.3009,0.8844,0.1348
Logistic Regression,110,0.1842,0.3009,0.8844,0.1348
Logistic Regression,120,0.1842,0.3009,0.8844,0.1348
Logistic Regression,130,0.1842,0.3009,0.8844,0.1348
Logistic Regression,140,0.1842,0.3009,0.8844,0.1348
Logistic Regression,150,0.1842,0.3009,0.8844,0.1348
Logistic Regression,160,0.1842,0.3009,0.8844,0.1348
Logistic Regression,170,0.1842,0.3009,0.8844,0.1348
Logistic Regression,180,0.1842,0.3009,0.8844,0.1348
Logistic Regression,190,0.1842,0.3009,0.8844,0.1348
Logistic Regression,200,0.1842,0.3009,0.8844,0.1348
Logistic Regression,210,0.1842,0.3009,0.8844,0.1348
Logistic Regression,220,0.1842,0.3009,0.8844,0.1348
Logistic Regression,230,0.1842,0.3009,0.8844,0.1348
Logistic Regression,240,0.1842,0.3009,0.8844,0.1348
Logistic Regression,250,0.1842,0.3009,0.8844,0.1348
Logistic Regression,260,0.1842,0.3009,0.8844,0.1348
Logistic Regression,270,0.1842,0.3009,0.8844,0.1348
Logistic Regression,280,0.1842,0.3009,0.8844,0.1348
Logistic Regression,290,0.1842,0.3009,0.8844,0.1348
Logistic Regression,300,0.1842,0.3009,0.8844,0.1348
Logistic Regression,310,0.1842,0.3009,0.8844,0.1348
Logistic Regression,320,0.1842,0.3009,0.8844,0.1348
Logistic Regression,330,0.1842,0.3009,0.8844,0.1348
Logistic Regression,340,0.1842,0.3009,0.8844,0.1348
Logistic Regression,350,0.1842,0.3009,0.8844,0.1348
Logistic Regression,360,0.1842,0.3009,0.8844,0.1348
Logistic Regression,370,0.1842,0.3009,0.8844,0.1348
Logistic Regression,380,0.1842,0.3009,0.8844,0.1348
Logistic Regression,390,0.1842,0.3009,0.8844,0.1348
Logistic Regression,400,0.1842,0.3009,0.8844,0.1348
Logistic Regression,410,0.1842,0.3009,0.8844,0.1348
Logistic Regression,420,0.1842,0.3009,0.8844,0.1348
Logistic Regression,430,0.1842,0.3009,0.8844,0.1348
Logistic Regression,440,0.1842,0.3009,0.8844,0.1348
Logistic Regression,450,0.1842,0.3009,0.8844,0.1348
Logistic Regression,460,0.1842,0.3009,0.8844,0.1348
Logistic Regression,470,0.1842,0.3009,0.8844,0.1348
Logistic Regression,480,0.1842,0.3009,0.8844,0.1348
Logistic Regression,490,0.1842,0.3009,0.8844,0.1348
Logistic Regression,500,0.1842,0.3009,0.8844,0.1348
Naive Bayes,500,0.2555,0.3483,0.9055,0.1786
KNN,500,0.2570,0.3181,0.9303,0.1881
SVM,500,0.2868,0.3640,0.8874,0.1856
Model,Fold,Epoch,Train_Loss,Test_Loss,TPR,FPR
XGBoost,1,10,0.6934,0.6919,0.0000,0.0000
XGBoost,1,20,0.6931,0.6933,1.0000,1.0000
XGBoost,1,30,0.6931,0.6955,1.0000,1.0000
XGBoost,1,40,0.6931,0.6959,1.0000,1.0000
XGBoost,1,50,0.6931,0.6951,1.0000,1.0000
XGBoost,1,60,0.6933,0.6922,0.0000,0.0000
XGBoost,1,70,0.6932,0.6926,0.0000,0.0000
XGBoost,1,80,0.6956,0.6887,0.0000,0.0000
XGBoost,1,90,0.6933,0.6975,1.0000,1.0000
XGBoost,1,100,0.6939,0.6907,0.0000,0.0000
XGBoost,1,110,0.6932,0.6928,0.0000,0.0000
XGBoost,1,120,0.6931,0.6934,1.0000,1.0000
XGBoost,1,130,0.6957,0.7059,1.0000,1.0000
XGBoost,1,140,0.6931,0.6961,1.0000,1.0000
XGBoost,1,150,0.6931,0.6941,1.0000,1.0000
XGBoost,1,160,0.6932,0.6926,0.0000,0.0000
XGBoost,1,170,0.6946,0.6896,0.0000,0.0000
XGBoost,1,180,0.6932,0.6930,0.0000,0.0000
XGBoost,1,190,0.6934,0.6920,0.0000,0.0000
XGBoost,1,200,0.6936,0.6992,1.0000,1.0000
XGBoost,1,210,0.6933,0.6924,0.0000,0.0000
XGBoost,1,220,0.6941,0.6903,0.0000,0.0000
XGBoost,1,230,0.6944,0.7022,1.0000,1.0000
XGBoost,1,240,0.6931,0.6940,1.0000,1.0000
XGBoost,1,250,0.6953,0.6889,0.0000,0.0000
XGBoost,1,260,0.6931,0.6946,1.0000,1.0000
XGBoost,1,270,0.6943,0.7017,1.0000,1.0000
XGBoost,1,280,0.6933,0.6974,1.0000,1.0000
XGBoost,1,290,0.6935,0.6916,0.0000,0.0000
XGBoost,1,300,0.6944,0.6898,0.0000,0.0000
XGBoost,1,310,0.6943,0.6900,0.0000,0.0000
XGBoost,1,320,0.6934,0.6918,0.0000,0.0000
XGBoost,1,330,0.6932,0.6931,0.0000,0.0000
XGBoost,1,340,0.6934,0.6980,1.0000,1.0000
XGBoost,1,350,0.6931,0.6935,1.0000,1.0000
XGBoost,1,360,0.6945,0.6897,0.0000,0.0000
XGBoost,1,370,0.6931,0.6933,1.0000,1.0000
XGBoost,1,380,0.6931,0.6942,1.0000,1.0000
XGBoost,1,390,0.6968,0.6881,0.0000,0.0000
XGBoost,1,400,0.6953,0.6889,0.0000,0.0000
XGBoost,1,410,0.6932,0.6927,0.0000,0.0000
XGBoost,1,420,0.6933,0.6921,0.0000,0.0000
XGBoost,1,430,0.6931,0.6953,1.0000,1.0000
XGBoost,1,440,0.6932,0.6927,0.0000,0.0000
XGBoost,1,450,0.6932,0.6966,1.0000,1.0000
XGBoost,1,460,0.6949,0.6892,0.0000,0.0000
XGBoost,1,470,0.6931,0.6956,1.0000,1.0000
XGBoost,1,480,0.6943,0.6900,0.0000,0.0000
XGBoost,1,490,0.6934,0.6919,0.0000,0.0000
XGBoost,1,500,0.6939,0.7004,1.0000,1.0000
Model,Fold,Epoch,Train_Loss,Test_Loss,TPR,FPR
Logistic Regression,1,10,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,20,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,30,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,40,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,50,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,60,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,70,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,80,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,90,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,100,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,110,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,120,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,130,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,140,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,150,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,160,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,170,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,180,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,190,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,200,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,210,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,220,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,230,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,240,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,250,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,260,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,270,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,280,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,290,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,300,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,310,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,320,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,330,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,340,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,350,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,360,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,370,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,380,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,390,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,400,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,410,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,420,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,430,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,440,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,450,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,460,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,470,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,480,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,490,0.4065,0.7633,0.5294,0.4762
Logistic Regression,1,500,0.4065,0.7633,0.5294,0.4762
Naive Bayes,1,500,0.4757,1.0061,0.4706,0.4762
KNN,1,500,0.4885,0.7577,0.7647,0.6190
SVM,1,500,0.5817,0.7150,0.5294,0.5714
XGBoost,2,10,0.6934,0.6918,0.0000,0.0000
XGBoost,2,20,0.6934,0.6920,0.0000,0.0000
XGBoost,2,30,0.6929,0.7003,1.0000,1.0000
XGBoost,2,40,0.6929,0.7010,1.0000,1.0000
XGBoost,2,50,0.6930,0.6941,1.0000,1.0000
XGBoost,2,60,0.6941,0.6897,0.0000,0.0000
XGBoost,2,70,0.6930,0.6939,1.0000,1.0000
XGBoost,2,80,0.6953,0.6872,0.0000,0.0000
XGBoost,2,90,0.6928,0.6981,1.0000,1.0000
XGBoost,2,100,0.6932,0.6928,0.0000,0.0000
XGBoost,2,110,0.6928,0.6968,1.0000,1.0000
XGBoost,2,120,0.6928,0.6984,1.0000,1.0000
XGBoost,2,130,0.6937,0.7064,1.0000,1.0000
