Model,Fold,Epoch,Train_Loss,Test_Loss,TPR,FPR
XGBoost,5,350,0.6879,0.7050,1.0000,1.0000
XGBoost,5,360,0.6889,0.6963,1.0000,1.0000
XGBoost,5,370,0.6877,0.6999,1.0000,1.0000
XGBoost,5,380,0.6883,0.6974,1.0000,1.0000
XGBoost,5,390,0.6891,0.6960,1.0000,1.0000
XGBoost,5,400,0.6876,0.7017,1.0000,1.0000
XGBoost,5,410,0.6881,0.6980,1.0000,1.0000
XGBoost,5,420,0.6890,0.7102,1.0000,1.0000
XGBoost,5,430,0.6877,0.7006,1.0000,1.0000
XGBoost,5,440,0.6876,0.7011,1.0000,1.0000
XGBoost,5,450,0.6877,0.7026,1.0000,1.0000
XGBoost,5,460,0.6879,0.6990,1.0000,1.0000
XGBoost,5,470,0.6879,0.6987,1.0000,1.0000
XGBoost,5,480,0.6880,0.6984,1.0000,1.0000
XGBoost,5,490,0.6878,0.6992,1.0000,1.0000
XGBoost,5,500,0.6882,0.6978,1.0000,1.0000
Logistic Regression,5,10,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,20,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,30,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,40,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,50,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,60,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,70,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,80,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,90,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,100,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,110,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,120,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,130,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,140,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,150,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,160,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,170,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,180,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,190,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,200,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,210,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,220,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,230,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,240,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,250,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,260,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,270,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,280,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,290,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,300,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,310,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,320,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,330,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,340,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,350,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,360,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,370,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,380,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,390,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,400,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,410,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,420,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,430,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,440,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,450,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,460,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,470,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,480,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,490,0.2237,0.3768,0.8824,0.1667
Logistic Regression,5,500,0.2237,0.3768,0.8824,0.1667
Naive Bayes,5,500,0.3483,0.4595,0.8824,0.1667
KNN,5,500,0.2624,0.3445,0.8235,0.1111
SVM,5,500,0.3707,0.4389,0.8235,0.1111

Average Results Across 5 Folds:
Model,Epoch,Avg_Train_Loss,Avg_Test_Loss,Avg_TPR,Avg_FPR
XGBoost,10,0.6898,0.6970,1.0000,1.0000
XGBoost,20,0.6899,0.6930,1.0000,1.0000
XGBoost,30,0.6892,0.6982,1.0000,1.0000
XGBoost,40,0.6894,0.6959,1.0000,1.0000
XGBoost,50,0.6895,0.6955,1.0000,1.0000
XGBoost,60,0.6915,0.7074,0.4000,0.4000
XGBoost,70,0.6894,0.7015,1.0000,1.0000
XGBoost,80,0.6893,0.7010,1.0000,1.0000
XGBoost,90,0.6892,0.6983,1.0000,1.0000
XGBoost,100,0.6895,0.6973,1.0000,1.0000
XGBoost,110,0.6894,0.6995,1.0000,1.0000
XGBoost,120,0.6919,0.6939,0.6000,0.6000
XGBoost,130,0.6895,0.6957,1.0000,1.0000
XGBoost,140,0.6895,0.7027,1.0000,1.0000
XGBoost,150,0.6902,0.6946,1.0000,1.0000
XGBoost,160,0.6904,0.6959,1.0000,1.0000
XGBoost,170,0.6908,0.6914,1.0000,1.0000
XGBoost,180,0.6896,0.6959,1.0000,1.0000
XGBoost,190,0.6895,0.7030,1.0000,1.0000
XGBoost,200,0.6895,0.6966,1.0000,1.0000
XGBoost,210,0.6893,0.6989,1.0000,1.0000
XGBoost,220,0.6894,0.7003,0.8000,0.8000
XGBoost,230,0.6901,0.7068,1.0000,1.0000
XGBoost,240,0.6899,0.6924,1.0000,1.0000
XGBoost,250,0.6897,0.7005,0.8000,0.8000
XGBoost,260,0.6893,0.7010,1.0000,1.0000
XGBoost,270,0.6896,0.7035,1.0000,1.0000
XGBoost,280,0.6896,0.6991,1.0000,1.0000
XGBoost,290,0.6899,0.6964,1.0000,1.0000
XGBoost,300,0.6893,0.6955,1.0000,1.0000
XGBoost,310,0.6893,0.6985,1.0000,1.0000
XGBoost,320,0.6897,0.6949,1.0000,1.0000
XGBoost,330,0.6894,0.7012,1.0000,1.0000
XGBoost,340,0.6893,0.6980,1.0000,1.0000
XGBoost,350,0.6893,0.7002,1.0000,1.0000
XGBoost,360,0.6897,0.6947,1.0000,1.0000
XGBoost,370,0.6895,0.6935,1.0000,1.0000
XGBoost,380,0.6898,0.6972,1.0000,1.0000
XGBoost,390,0.6897,0.6936,1.0000,1.0000
XGBoost,400,0.6894,0.6988,1.0000,1.0000
XGBoost,410,0.6895,0.7006,1.0000,1.0000
XGBoost,420,0.6900,0.7068,0.8000,0.8000
XGBoost,430,0.6893,0.6998,1.0000,1.0000
XGBoost,440,0.6895,0.6959,1.0000,1.0000
XGBoost,450,0.6898,0.6927,1.0000,1.0000
XGBoost,460,0.6896,0.7006,0.8000,0.8000
XGBoost,470,0.6895,0.6941,1.0000,1.0000
XGBoost,480,0.6897,0.6971,1.0000,1.0000
XGBoost,490,0.6895,0.6946,1.0000,1.0000
XGBoost,500,0.6894,0.6949,1.0000,1.0000
Logistic Regression,10,0.2315,0.3908,0.8417,0.1630
Logistic Regression,20,0.2315,0.3908,0.8417,0.1630
Logistic Regression,30,0.2315,0.3908,0.8417,0.1630
Logistic Regression,40,0.2315,0.3908,0.8417,0.1630
Logistic Regression,50,0.2315,0.3908,0.8417,0.1630
Logistic Regression,60,0.2315,0.3908,0.8417,0.1630
Logistic Regression,70,0.2315,0.3908,0.8417,0.1630
Logistic Regression,80,0.2315,0.3908,0.8417,0.1630
Logistic Regression,90,0.2315,0.3908,0.8417,0.1630
Logistic Regression,100,0.2315,0.3908,0.8417,0.1630
Logistic Regression,110,0.2315,0.3908,0.8417,0.1630
Logistic Regression,120,0.2315,0.3908,0.8417,0.1630
Logistic Regression,130,0.2315,0.3908,0.8417,0.1630
Logistic Regression,140,0.2315,0.3908,0.8417,0.1630
Logistic Regression,150,0.2315,0.3908,0.8417,0.1630
Logistic Regression,160,0.2315,0.3908,0.8417,0.1630
Logistic Regression,170,0.2315,0.3908,0.8417,0.1630
Logistic Regression,180,0.2315,0.3908,0.8417,0.1630
Logistic Regression,190,0.2315,0.3908,0.8417,0.1630
Logistic Regression,200,0.2315,0.3908,0.8417,0.1630
Logistic Regression,210,0.2315,0.3908,0.8417,0.1630
Logistic Regression,220,0.2315,0.3908,0.8417,0.1630
Logistic Regression,230,0.2315,0.3908,0.8417,0.1630
Logistic Regression,240,0.2315,0.3908,0.8417,0.1630
Logistic Regression,250,0.2315,0.3908,0.8417,0.1630
Logistic Regression,260,0.2315,0.3908,0.8417,0.1630
Logistic Regression,270,0.2315,0.3908,0.8417,0.1630
Logistic Regression,280,0.2315,0.3908,0.8417,0.1630
Logistic Regression,290,0.2315,0.3908,0.8417,0.1630
Logistic Regression,300,0.2315,0.3908,0.8417,0.1630
Logistic Regression,310,0.2315,0.3908,0.8417,0.1630
Logistic Regression,320,0.2315,0.3908,0.8417,0.1630
Logistic Regression,330,0.2315,0.3908,0.8417,0.1630
Logistic Regression,340,0.2315,0.3908,0.8417,0.1630
Logistic Regression,350,0.2315,0.3908,0.8417,0.1630
Logistic Regression,360,0.2315,0.3908,0.8417,0.1630
Logistic Regression,370,0.2315,0.3908,0.8417,0.1630
Logistic Regression,380,0.2315,0.3908,0.8417,0.1630
Logistic Regression,390,0.2315,0.3908,0.8417,0.1630
Logistic Regression,400,0.2315,0.3908,0.8417,0.1630
Logistic Regression,410,0.2315,0.3908,0.8417,0.1630
Logistic Regression,420,0.2315,0.3908,0.8417,0.1630
Logistic Regression,430,0.2315,0.3908,0.8417,0.1630
Logistic Regression,440,0.2315,0.3908,0.8417,0.1630
Logistic Regression,450,0.2315,0.3908,0.8417,0.1630
Logistic Regression,460,0.2315,0.3908,0.8417,0.1630
Logistic Regression,470,0.2315,0.3908,0.8417,0.1630
Logistic Regression,480,0.2315,0.3908,0.8417,0.1630
Logistic Regression,490,0.2315,0.3908,0.8417,0.1630
Logistic Regression,500,0.2315,0.3908,0.8417,0.1630
Naive Bayes,500,0.3362,0.4834,0.8417,0.1248
KNN,500,0.2684,0.3512,0.8165,0.1062
SVM,500,0.3805,0.4748,0.7467,0.1444
Model,Fold,Epoch,Train_Loss,Test_Loss,TPR,FPR
XGBoost,1,10,0.6931,0.6936,1.0000,1.0000
XGBoost,1,20,0.6931,0.6936,1.0000,1.0000
XGBoost,1,30,0.6935,0.6921,0.0000,0.0000
XGBoost,1,40,0.6932,0.6930,0.0000,0.0000
XGBoost,1,50,0.6930,0.6936,1.0000,1.0000
XGBoost,1,60,0.6982,0.6891,0.0000,0.0000
XGBoost,1,70,0.6930,0.6940,1.0000,1.0000
XGBoost,1,80,0.6935,0.6920,0.0000,0.0000
XGBoost,1,90,0.6930,0.6937,1.0000,1.0000
XGBoost,1,100,0.6932,0.6986,1.0000,1.0000
XGBoost,1,110,0.6976,0.7112,1.0000,1.0000
XGBoost,1,120,0.6936,0.6919,0.0000,0.0000
XGBoost,1,130,0.6931,0.6983,1.0000,1.0000
XGBoost,1,140,0.6933,0.6991,1.0000,1.0000
XGBoost,1,150,0.6931,0.6932,1.0000,1.0000
XGBoost,1,160,0.6936,0.7006,1.0000,1.0000
XGBoost,1,170,0.6945,0.7035,1.0000,1.0000
XGBoost,1,180,0.6930,0.6938,1.0000,1.0000
XGBoost,1,190,0.6932,0.6930,0.0000,0.0000
XGBoost,1,200,0.6937,0.7008,1.0000,1.0000
XGBoost,1,210,0.6931,0.6981,1.0000,1.0000
XGBoost,1,220,0.6930,0.6975,1.0000,1.0000
XGBoost,1,230,0.6932,0.6986,1.0000,1.0000
XGBoost,1,240,0.6937,0.6917,0.0000,0.0000
XGBoost,1,250,0.6932,0.6930,0.0000,0.0000
XGBoost,1,260,0.6934,0.6995,1.0000,1.0000
XGBoost,1,270,0.6953,0.6900,0.0000,0.0000
XGBoost,1,280,0.6940,0.7021,1.0000,1.0000
XGBoost,1,290,0.6945,0.7034,1.0000,1.0000
XGBoost,1,300,0.6929,0.6961,1.0000,1.0000
XGBoost,1,310,0.6929,0.6964,1.0000,1.0000
XGBoost,1,320,0.6929,0.6944,1.0000,1.0000
XGBoost,1,330,0.6939,0.6914,0.0000,0.0000
XGBoost,1,340,0.6943,0.7029,1.0000,1.0000
XGBoost,1,350,0.6931,0.6935,1.0000,1.0000
XGBoost,1,360,0.6939,0.7016,1.0000,1.0000
XGBoost,1,370,0.6929,0.6959,1.0000,1.0000
XGBoost,1,380,0.6951,0.7054,1.0000,1.0000
XGBoost,1,390,0.6938,0.7011,1.0000,1.0000
XGBoost,1,400,0.6957,0.6898,0.0000,0.0000
XGBoost,1,410,0.6939,0.7016,1.0000,1.0000
XGBoost,1,420,0.6932,0.6985,1.0000,1.0000
XGBoost,1,430,0.6929,0.6968,1.0000,1.0000
XGBoost,1,440,0.6938,0.7012,1.0000,1.0000
XGBoost,1,450,0.6930,0.6938,1.0000,1.0000
XGBoost,1,460,0.6930,0.6938,1.0000,1.0000
XGBoost,1,470,0.6930,0.6940,1.0000,1.0000
XGBoost,1,480,0.6934,0.6925,0.0000,0.0000
XGBoost,1,490,0.6930,0.6940,1.0000,1.0000
XGBoost,1,500,0.6934,0.6923,0.0000,0.0000
Model,Fold,Epoch,Train_Loss,Test_Loss,TPR,FPR
Logistic Regression,1,10,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,20,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,30,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,40,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,50,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,60,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,70,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,80,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,90,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,100,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,110,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,120,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,130,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,140,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,150,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,160,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,170,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,180,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,190,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,200,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,210,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,220,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,230,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,240,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,250,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,260,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,270,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,280,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,290,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,300,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,310,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,320,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,330,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,340,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,350,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,360,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,370,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,380,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,390,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,400,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,410,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,420,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,430,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,440,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,450,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,460,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,470,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,480,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,490,0.1941,0.2352,1.0000,0.0556
Logistic Regression,1,500,0.1941,0.2352,1.0000,0.0556
Naive Bayes,1,500,0.2525,0.3348,1.0000,0.2222
KNN,1,500,0.2725,0.2843,1.0000,0.1667
SVM,1,500,0.2965,0.2803,1.0000,0.1111
XGBoost,2,10,0.6925,0.7015,0.0000,0.0000
XGBoost,2,20,0.6925,0.6981,0.0000,0.0000
XGBoost,2,30,0.6926,0.7032,0.0000,0.0000
XGBoost,2,40,0.6926,0.7033,0.0000,0.0000
XGBoost,2,50,0.6924,0.7005,0.0000,0.0000
XGBoost,2,60,0.6925,0.6980,0.0000,0.0000
XGBoost,2,70,0.6926,0.6963,0.0000,0.0000
XGBoost,2,80,0.6934,0.7091,0.0000,0.0000
XGBoost,2,90,0.6938,0.6912,1.0000,1.0000
XGBoost,2,100,0.6931,0.6934,0.0000,0.0000
XGBoost,2,110,0.6975,0.6856,1.0000,1.0000
XGBoost,2,120,0.6944,0.7136,0.0000,0.0000
XGBoost,2,130,0.6925,0.7026,0.0000,0.0000
XGBoost,2,140,0.6927,0.6957,0.0000,0.0000
XGBoost,2,150,0.6924,0.6985,0.0000,0.0000
XGBoost,2,160,0.6924,0.7003,0.0000,0.0000
XGBoost,2,170,0.6928,0.6949,0.0000,0.0000
XGBoost,2,180,0.6925,0.7015,0.0000,0.0000
XGBoost,2,190,0.6939,0.6909,1.0000,1.0000
XGBoost,2,200,0.6931,0.6934,0.0000,0.0000
XGBoost,2,210,0.6925,0.6967,0.0000,0.0000
XGBoost,2,220,0.6925,0.7026,0.0000,0.0000
XGBoost,2,230,0.6930,0.6938,0.0000,0.0000
XGBoost,2,240,0.6930,0.7070,0.0000,0.0000
XGBoost,2,250,0.6925,0.6975,0.0000,0.0000
XGBoost,2,260,0.6934,0.6923,1.0000,1.0000
XGBoost,2,270,0.6925,0.7025,0.0000,0.0000
XGBoost,2,280,0.6950,0.6886,1.0000,1.0000
XGBoost,2,290,0.6955,0.6878,1.0000,1.0000
XGBoost,2,300,0.6941,0.6903,1.0000,1.0000
XGBoost,2,310,0.6924,0.6991,0.0000,0.0000
XGBoost,2,320,0.6924,0.7003,0.0000,0.0000
XGBoost,2,330,0.6935,0.7096,0.0000,0.0000
XGBoost,2,340,0.6936,0.6915,1.0000,1.0000
XGBoost,2,350,0.6925,0.7024,0.0000,0.0000
XGBoost,2,360,0.6941,0.6904,1.0000,1.0000
XGBoost,2,370,0.6929,0.6945,0.0000,0.0000
XGBoost,2,380,0.6963,0.6868,1.0000,1.0000
XGBoost,2,390,0.6941,0.6904,1.0000,1.0000
XGBoost,2,400,0.6966,0.7213,0.0000,0.0000
XGBoost,2,410,0.6950,0.6886,1.0000,1.0000
XGBoost,2,420,0.6933,0.6926,1.0000,1.0000
XGBoost,2,430,0.6925,0.6981,0.0000,0.0000
XGBoost,2,440,0.6955,0.6878,1.0000,1.0000
XGBoost,2,450,0.6925,0.6968,0.0000,0.0000
XGBoost,2,460,0.6924,0.6987,0.0000,0.0000
XGBoost,2,470,0.6925,0.6979,0.0000,0.0000
XGBoost,2,480,0.6927,0.7043,0.0000,0.0000
XGBoost,2,490,0.6936,0.6916,1.0000,1.0000
XGBoost,2,500,0.6925,0.7028,0.0000,0.0000
Logistic Regression,2,10,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,20,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,30,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,40,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,50,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,60,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,70,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,80,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,90,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,100,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,110,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,120,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,130,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,140,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,150,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,160,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,170,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,180,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,190,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,200,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,210,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,220,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,230,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,240,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,250,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,260,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,270,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,280,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,290,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,300,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,310,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,320,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,330,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,340,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,350,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,360,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,370,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,380,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,390,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,400,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,410,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,420,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,430,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,440,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,450,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,460,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,470,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,480,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,490,0.1811,0.3222,0.7895,0.1429
Logistic Regression,2,500,0.1811,0.3222,0.7895,0.1429
Naive Bayes,2,500,0.2706,0.4090,0.8421,0.1429
KNN,2,500,0.2414,0.3629,0.8947,0.2143
SVM,2,500,0.2976,0.4467,0.8421,0.2857
XGBoost,3,10,0.6925,0.7027,1.0000,1.0000
XGBoost,3,20,0.6961,0.7197,1.0000,1.0000
XGBoost,3,30,0.6926,0.7036,1.0000,1.0000
XGBoost,3,40,0.6925,0.7019,1.0000,1.0000
XGBoost,3,50,0.6924,0.6987,1.0000,1.0000
XGBoost,3,60,0.6924,0.6999,1.0000,1.0000
XGBoost,3,70,0.6938,0.7110,1.0000,1.0000
XGBoost,3,80,0.6924,0.6995,1.0000,1.0000
XGBoost,3,90,0.6929,0.7058,1.0000,1.0000
XGBoost,3,100,0.6926,0.6959,1.0000,1.0000
XGBoost,3,110,0.6994,0.7291,1.0000,1.0000
XGBoost,3,120,0.6931,0.6934,1.0000,1.0000
XGBoost,3,130,0.6926,0.6960,1.0000,1.0000
XGBoost,3,140,0.6930,0.7067,1.0000,1.0000
XGBoost,3,150,0.6929,0.6943,1.0000,1.0000
XGBoost,3,160,0.6930,0.6937,1.0000,1.0000
XGBoost,3,170,0.6926,0.7034,1.0000,1.0000
XGBoost,3,180,0.6926,0.6966,1.0000,1.0000
XGBoost,3,190,0.6928,0.7055,1.0000,1.0000
XGBoost,3,200,0.6925,0.6970,1.0000,1.0000
XGBoost,3,210,0.6924,0.6982,1.0000,1.0000
XGBoost,3,220,0.6935,0.6919,0.0000,0.0000
XGBoost,3,230,0.6924,0.6984,1.0000,1.0000
XGBoost,3,240,0.6930,0.6937,1.0000,1.0000
XGBoost,3,250,0.6925,0.7016,1.0000,1.0000
XGBoost,3,260,0.6925,0.7014,1.0000,1.0000
XGBoost,3,270,0.6925,0.6974,1.0000,1.0000
XGBoost,3,280,0.6932,0.7081,1.0000,1.0000
XGBoost,3,290,0.6938,0.7112,1.0000,1.0000
XGBoost,3,300,0.6944,0.7135,1.0000,1.0000
XGBoost,3,310,0.6931,0.7071,1.0000,1.0000
XGBoost,3,320,0.6925,0.6980,1.0000,1.0000
XGBoost,3,330,0.6927,0.6955,1.0000,1.0000
XGBoost,3,340,0.6930,0.7066,1.0000,1.0000
XGBoost,3,350,0.6925,0.6979,1.0000,1.0000
XGBoost,3,360,0.6934,0.7092,1.0000,1.0000
XGBoost,3,370,0.6926,0.7031,1.0000,1.0000
XGBoost,3,380,0.6940,0.7121,1.0000,1.0000
XGBoost,3,390,0.6934,0.7090,1.0000,1.0000
XGBoost,3,400,0.6943,0.6900,0.0000,0.0000
XGBoost,3,410,0.6932,0.7081,1.0000,1.0000
XGBoost,3,420,0.6931,0.7071,1.0000,1.0000
XGBoost,3,430,0.6925,0.7023,1.0000,1.0000
XGBoost,3,440,0.6926,0.7037,1.0000,1.0000
XGBoost,3,450,0.6924,0.7005,1.0000,1.0000
XGBoost,3,460,0.6925,0.6979,1.0000,1.0000
XGBoost,3,470,0.6925,0.6976,1.0000,1.0000
XGBoost,3,480,0.6924,0.7010,1.0000,1.0000
XGBoost,3,490,0.6946,0.7145,1.0000,1.0000
XGBoost,3,500,0.6927,0.6957,1.0000,1.0000
Logistic Regression,3,10,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,20,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,30,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,40,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,50,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,60,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,70,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,80,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,90,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,100,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,110,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,120,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,130,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,140,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,150,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,160,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,170,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,180,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,190,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,200,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,210,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,220,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,230,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,240,0.1741,0.3735,0.8571,0.2105
Logistic Regression,3,250,0.1741,0.3735,0.8571,0.2105
